Listing ID,Host ID,Number of Listings Per Host,City,Latitude,Longitude,Listing Type,Price,Minimum Nights,Availability,Number of Reviews
33708931,1693671,1,New York City,40.75256,-73.99653,Private room,150,5,365,1
33710046,76256661,1,New York City,40.73795,-73.92987,Entire home/apt,125,4,306,3
33710571,217498918,1,New York City,40.71072,-73.94207,Entire home/apt,280,30,173,30
33711101,10606171,1,New York City,40.76257,-73.92162,Private room,75,1,343,15
33711350,41949280,1,New York City,40.6871,-73.97575,Private room,100,5,30,0
33712513,40832103,1,New York City,40.74005,-74.00071,Entire home/apt,130,3,17,13
33716043,254150644,1,New York City,40.84661,-73.93444,Private room,70,2,220,52
33716700,254157091,1,New York City,40.77116,-73.95776,Entire home/apt,140,6,34,18
33717828,161061302,1,New York City,40.80004,-73.96838,Private room,85,1,36,33
33718254,249479517,2,New York City,40.82864,-73.87609,Private room,50,3,49,10
33719615,2727975,1,New York City,40.68393,-73.91528,Entire home/apt,185,3,359,34
33725862,137358866,130,New York City,40.69198,-73.91168,Private room,22,28,359,4
33728093,107434423,238,New York City,40.76039,-73.98702,Entire home/apt,179,30,364,0
33734068,608700,1,New York City,40.69156,-73.93497,Entire home/apt,115,3,66,28
33734301,41844032,1,New York City,40.85768,-73.92855,Private room,60,1,177,33
33734483,27636707,5,New York City,40.73326,-74.00511,Entire home/apt,117,30,335,16
33735398,22736811,1,New York City,40.68808,-73.90985,Entire home/apt,10,3,184,46
33736715,61391963,120,New York City,40.76223,-73.97588,Entire home/apt,89,30,344,3
33740240,1426459,1,New York City,40.71585,-73.98988,Entire home/apt,350,4,163,5
33740728,22620829,1,New York City,40.71102,-73.95829,Private room,60,2,1,27
33743082,619942,6,New York City,40.68935,-73.87254,Entire home/apt,151,30,97,0
33745098,27621071,1,New York City,40.77144,-73.98075,Entire home/apt,90,30,126,0
33745548,252604696,21,New York City,40.74922,-73.9968,Private room,94,1,250,6
33745549,252604696,21,New York City,40.7508,-73.99639,Private room,115,1,250,30
33745550,252604696,21,New York City,40.75094,-73.99662,Private room,221,1,250,11
33745956,13342325,1,New York City,40.68529,-73.92843,Entire home/apt,175,7,34,1
33746705,254382567,1,New York City,40.84377,-73.93666,Private room,55,1,220,30
33748535,223375402,5,New York City,40.66195,-73.8936,Private room,80,2,362,4
33749769,223087887,8,New York City,40.74116,-73.86705,Shared room,25,1,365,16
33752082,48684597,7,New York City,40.73612,-73.89519,Private room,55,1,279,47
33763207,253753123,3,New York City,40.63112,-73.99532,Private room,34,1,53,39
33765725,253690060,2,New York City,40.86674,-73.8428,Entire home/apt,60,3,251,0
33766115,5549854,1,New York City,40.73684,-74.00844,Entire home/apt,100,10,102,7
33766179,236430571,1,New York City,40.6316,-73.94559,Entire home/apt,75,2,330,16
33769956,252796752,1,New York City,40.72309,-73.99519,Entire home/apt,210,2,297,33
33772218,211549023,19,New York City,40.74808,-73.98696,Entire home/apt,76,2,364,18
33772379,252797307,1,New York City,40.79787,-73.93924,Entire home/apt,206,7,357,27
33774081,146484191,1,New York City,40.66377,-73.76785,Entire home/apt,75,2,242,51
33774162,253906467,10,New York City,40.76483,-73.98975,Shared room,85,1,365,38
33776576,2312420,1,New York City,40.75845,-73.9111,Entire home/apt,207,5,347,21
33777266,102221050,1,New York City,40.76051,-73.98792,Entire home/apt,250,10,365,2
33777889,4204942,1,New York City,40.70403,-73.9428,Private room,51,7,336,1
33777951,229599392,1,New York City,40.72296,-73.94115,Entire home/apt,95,3,157,3
33778143,204733512,2,New York City,40.76111,-73.88408,Private room,45,3,89,29
33780071,55782090,1,New York City,40.78582,-73.95546,Entire home/apt,125,31,262,5
33780177,120763629,2,New York City,40.60471,-74.00243,Private room,63,1,364,4
33780216,60754157,1,New York City,40.76649,-73.92356,Private room,225,2,89,24
33780377,194716858,1,New York City,40.57453,-74.00828,Entire home/apt,100,10,180,1
33783359,20235361,1,New York City,40.77123,-73.98782,Entire home/apt,245,4,178,13
33785477,254771644,1,New York City,40.69682,-73.93067,Entire home/apt,158,2,364,31
33787433,251704655,3,New York City,40.80143,-73.91353,Entire home/apt,165,4,269,29
33787919,107434423,238,New York City,40.76039,-73.98702,Entire home/apt,231,30,364,0
33788019,251704655,3,New York City,40.80273,-73.91519,Entire home/apt,170,20,260,21
33796251,8748976,1,New York City,40.68807,-73.95426,Private room,40,114,365,0
33797564,73049484,2,New York City,40.66623,-73.92874,Entire home/apt,100,50,359,0
33797672,35224817,1,New York City,40.7613,-73.96152,Entire home/apt,220,3,96,3
33798189,137358866,130,New York City,40.74496,-73.90779,Private room,55,28,362,2
33798389,186325219,1,New York City,40.84008,-73.93684,Private room,100,5,365,0
33800548,96219565,1,New York City,40.75908,-73.80845,Entire home/apt,125,3,357,16
33801117,25308624,1,New York City,40.68129,-73.93437,Private room,65,4,87,17
33803769,13305499,1,New York City,40.73143,-73.95106,Entire home/apt,350,1,180,0
33806317,7216350,1,New York City,40.72152,-73.98625,Shared room,96,2,173,25
33807644,10951481,5,New York City,40.71092,-73.96717,Entire home/apt,190,365,358,2
33808465,255258800,1,New York City,40.61326,-73.94742,Private room,100,200,179,20
33809888,225055374,3,New York City,40.77203,-73.95344,Shared room,64,30,365,0
33810134,225055374,3,New York City,40.77181,-73.953,Shared room,68,30,365,1
33810243,225055374,3,New York City,40.77019,-73.95449,Shared room,73,30,365,1
33810572,253906467,10,New York City,40.76661,-73.99082,Shared room,39,1,177,46
33811620,69023417,1,New York City,40.74343,-73.98088,Entire home/apt,130,90,247,0
33820675,10149317,6,New York City,40.71019,-73.8288,Private room,41,7,300,18
33822415,9855802,1,New York City,40.71731,-73.99072,Private room,100,3,177,0
33823598,29349060,3,New York City,40.68687,-73.76809,Private room,65,5,365,16
33827823,49523787,1,New York City,40.8273,-73.94952,Private room,60,2,88,18
33829619,10149317,6,New York City,40.70657,-73.82903,Private room,49,7,284,20
33830012,255420742,1,New York City,40.6602,-73.98052,Entire home/apt,130,1,362,21
33831129,8860345,1,New York City,40.71339,-73.96112,Entire home/apt,168,4,15,19
33833257,255448841,3,New York City,40.68031,-73.91259,Private room,44,1,21,96
33835470,255448841,3,New York City,40.68031,-73.91259,Private room,43,1,49,93
33835992,86769590,1,New York City,40.65915,-73.89695,Entire home/apt,172,1,365,64
33838752,139876671,3,New York City,40.76302,-73.9884,Private room,80,30,365,0
33845173,253836845,7,New York City,40.66898,-73.95837,Private room,50,30,339,4
33845393,253836845,7,New York City,40.66901,-73.95841,Private room,50,30,282,2
33846501,242631139,4,New York City,40.64683,-73.93003,Private room,65,2,365,11
33847217,22784412,1,New York City,40.76402,-73.89098,Private room,42,1,60,1
33849970,19303369,107,New York City,40.7387,-73.8771,Private room,29,30,32,3
33852557,254112876,2,New York City,40.7958,-73.93766,Private room,90,2,180,24
33852604,112909067,1,New York City,40.6605,-73.94767,Entire home/apt,100,2,21,15
33854066,255448841,3,New York City,40.68031,-73.91259,Private room,38,1,19,75
33854406,16851857,9,New York City,40.83516,-73.86024,Entire home/apt,73,5,338,16
33856310,229386490,3,New York City,40.68305,-73.92322,Entire home/apt,85,3,191,29
33857708,137358866,130,New York City,40.73614,-73.92068,Private room,25,28,341,1
33871041,48419016,1,New York City,40.70415,-74.00817,Entire home/apt,100,120,248,10
33873570,255787023,2,New York City,40.64418,-73.92556,Private room,75,2,158,41
33875614,16439835,1,New York City,40.81003,-73.94535,Entire home/apt,100,6,357,2
33878980,255836533,1,New York City,40.72862,-73.95629,Private room,250,14,89,14
33880071,255845450,1,New York City,40.7866,-73.94225,Entire home/apt,150,2,251,14
33881088,5986790,6,New York City,40.83532,-73.94428,Private room,45,31,364,17
33881136,255856907,1,New York City,40.6756,-73.9251,Private room,100,3,180,5
33883497,255882354,1,New York City,40.67917,-73.94624,Entire home/apt,100,2,288,34
33883949,203266238,7,New York City,40.85192,-73.85083,Private room,56,15,88,2
33884341,255890676,1,New York City,40.69612,-73.92918,Private room,66,2,311,41
33885227,255899465,1,New York City,40.69814,-73.9286,Private room,63,2,312,35
33898799,188015014,6,New York City,40.69804,-73.94546,Private room,45,1,173,43
33900911,131171018,1,New York City,40.77318,-73.98836,Entire home/apt,169,5,128,15
33900927,37187564,1,New York City,40.7291,-73.97641,Private room,80,5,365,0
33901138,188015014,6,New York City,40.69765,-73.94715,Private room,45,1,171,40
33902284,188015014,6,New York City,40.69952,-73.9451,Private room,45,1,157,35
33902619,188015014,6,New York City,40.69806,-73.94544,Private room,45,1,157,43
33902876,188015014,6,New York City,40.69741,-73.94555,Private room,45,1,177,38
33903248,188015014,6,New York City,40.69915,-73.94709,Private room,45,1,178,20
33903300,147983579,2,New York City,40.68946,-73.94181,Entire home/apt,194,14,342,47
33904167,7525442,1,New York City,40.80184,-73.96818,Entire home/apt,100,14,64,8
33907325,211136294,6,New York City,40.83715,-73.83489,Private room,75,2,336,84
33907731,53621,3,New York City,40.69258,-73.93638,Entire home/apt,100,5,126,22
33908256,254795926,1,New York City,40.67144,-73.94613,Entire home/apt,277,5,180,45
33909064,8859112,2,New York City,40.69214,-73.95217,Entire home/apt,120,3,186,33
33909151,241565326,2,New York City,40.74351,-73.90405,Private room,39,1,251,31
33910078,256071378,1,New York City,40.69422,-73.93232,Entire home/apt,185,2,135,41
33911544,255674126,1,New York City,40.76458,-73.96759,Entire home/apt,191,2,364,29
33913644,50981314,1,New York City,40.70205,-73.91338,Entire home/apt,206,1,363,12
33913682,27277379,2,New York City,40.81482,-73.94477,Private room,65,30,326,38
33915820,18416970,1,New York City,40.80712,-73.95686,Private room,142,2,170,55
33915843,253906467,10,New York City,40.7665,-73.98943,Shared room,85,1,365,51
33917759,234483148,3,New York City,40.80395,-73.94775,Private room,74,1,61,35
33923209,254542999,1,New York City,40.7371,-73.92304,Private room,40,2,49,44
33926057,223087887,8,New York City,40.74116,-73.86667,Shared room,26,7,365,21
33933477,38377515,1,New York City,40.81371,-73.85774,Entire home/apt,80,2,110,54
33936370,43676525,1,New York City,40.69174,-73.90811,Private room,900,30,364,0
33941416,256299491,1,New York City,40.70473,-73.9443,Private room,50,4,67,11
33942313,345087,1,New York City,40.82185,-73.9413,Private room,75,2,172,4
33944826,234956201,1,New York City,40.83588,-73.93978,Private room,50,2,180,23
33945670,43332874,1,New York City,40.83959,-73.78587,Private room,95,7,180,0
33947095,26910600,1,New York City,40.79179,-73.96623,Private room,500,1,90,1
33960097,44918139,1,New York City,40.71093,-73.95815,Entire home/apt,235,30,148,2
33961484,15617182,1,New York City,40.72811,-73.99893,Private room,130,2,89,4
33961505,2513294,1,New York City,40.70333,-73.92557,Entire home/apt,160,2,255,2
33962961,16881166,1,New York City,40.75563,-73.9691,Entire home/apt,599,1,83,0
33964014,15853933,1,New York City,40.76623,-73.91243,Private room,69,1,89,11
33964812,10714783,1,New York City,40.70824,-74.00476,Entire home/apt,174,1,126,25
33966308,256479489,2,New York City,40.60456,-74.00117,Private room,55,1,343,3
33970684,256510832,1,New York City,40.67144,-73.91457,Entire home/apt,150,30,178,19
33970850,256462453,3,New York City,40.69115,-73.80617,Entire home/apt,350,3,343,25
33971170,45404393,2,New York City,40.7518,-73.88154,Entire home/apt,225,3,363,0
33971836,253906467,10,New York City,40.76447,-73.99103,Shared room,40,1,365,42
33974082,32167398,5,New York City,40.75736,-73.92815,Private room,53,1,365,35
33974640,32167398,5,New York City,40.75771,-73.92724,Private room,41,1,364,22
33974777,32167398,5,New York City,40.75925,-73.92506,Private room,37,2,344,26
33981416,12321281,1,New York City,40.74483,-73.99649,Private room,75,30,180,2
33982630,27636707,5,New York City,40.73367,-74.00497,Entire home/apt,117,30,288,6
33987446,184750740,4,New York City,40.82565,-73.91095,Shared room,94,1,179,0
33987509,10415675,7,New York City,40.82289,-73.954,Private room,54,5,365,5
33987747,102287310,3,New York City,40.76704,-73.98646,Entire home/apt,199,3,364,2
33989681,235329443,1,New York City,40.68438,-73.98436,Entire home/apt,135,3,248,53
33989972,152503673,1,New York City,40.67562,-73.87763,Entire home/apt,75,14,89,23
33992212,2992287,1,New York City,40.67405,-73.96788,Entire home/apt,199,3,365,9
33995769,230192818,1,New York City,40.72222,-73.98221,Entire home/apt,64,5,9,40
33996362,43502871,1,New York City,40.86517,-73.92995,Private room,75,2,248,6
33996721,24530917,1,New York City,40.769,-73.99086,Entire home/apt,110,3,273,10
33998396,3750764,4,New York City,40.7506,-74.00388,Entire home/apt,6800,1,364,0
33999377,32167398,5,New York City,40.75759,-73.92677,Private room,41,1,357,28
33999874,32167398,5,New York City,40.75894,-73.92864,Private room,42,1,365,29
34002121,256743247,3,New York City,40.77125,-73.7809,Private room,38,2,82,51
34007173,48302779,1,New York City,40.79269,-73.94613,Entire home/apt,70,1,282,23
34017965,49101398,3,New York City,40.59725,-73.97684,Entire home/apt,103,5,68,34
34019859,256870762,1,New York City,40.75649,-73.97249,Entire home/apt,199,3,178,4
34020097,98978751,1,New York City,40.67052,-73.95612,Private room,50,1,250,24
34022109,26973868,1,New York City,40.84221,-73.93705,Entire home/apt,90,3,160,26
34022740,256899020,1,New York City,40.65799,-73.91595,Private room,69,4,90,16
34023411,6752504,7,New York City,40.60121,-73.97515,Entire home/apt,200,4,173,1
34024187,132784640,2,New York City,40.63918,-74.01733,Private room,95,2,364,0
34032175,152850919,1,New York City,40.71446,-73.96229,Entire home/apt,350,3,179,1
34032390,156505456,1,New York City,40.66739,-73.87379,Private room,58,3,365,3
34034553,256987188,1,New York City,40.77507,-73.94785,Entire home/apt,150,2,342,31
34036136,46595898,1,New York City,40.67709,-73.98494,Private room,70,2,89,5
34038559,1241543,1,New York City,40.78145,-73.9496,Private room,92,5,180,8
34041523,256998898,3,New York City,40.80514,-73.95561,Private room,69,1,180,27
34041587,256998898,3,New York City,40.80536,-73.95469,Private room,59,1,180,24
34042173,257053267,1,New York City,40.69622,-73.84634,Private room,81,1,365,4
34043476,48201791,2,New York City,40.63927,-73.9636,Entire home/apt,93,4,162,44
34051381,6752504,7,New York City,40.60321,-73.97342,Entire home/apt,200,4,179,0
34051551,107272884,4,New York City,40.69441,-73.84659,Private room,40,30,365,9
34053030,269815295,1,New York City,40.68501,-73.91884,Entire home/apt,70,2,1,18
34053516,6752504,7,New York City,40.5974,-73.97448,Entire home/apt,180,5,173,0
34055336,14680337,1,New York City,40.79034,-73.94503,Private room,169,1,87,0
34056679,254112876,2,New York City,40.79787,-73.93568,Private room,95,2,179,14
34059500,290845,2,New York City,40.84387,-73.93969,Private room,57,2,350,15
34059931,15145088,8,New York City,40.78537,-73.97456,Entire home/apt,180,30,335,1
34060242,864737,1,New York City,40.70816,-74.0019,Entire home/apt,295,3,31,9
34061095,7228431,2,New York City,40.83908,-73.86042,Entire home/apt,70,93,173,0
34062693,218134921,1,New York City,40.74904,-73.90188,Private room,85,1,157,0
34063202,28336,1,New York City,40.69982,-73.92491,Private room,52,2,131,34
34063821,78078053,1,New York City,40.6891,-73.95016,Private room,75,1,157,3
34065631,5452701,1,New York City,40.71921,-73.95628,Entire home/apt,100,30,65,0
34071447,257995608,8,New York City,40.7244,-74.00794,Hotel room,89,1,129,0
34071681,257995608,8,New York City,40.7244,-74.00794,Hotel room,109,1,100,362
34071682,257995608,8,New York City,40.7244,-74.00794,Hotel room,89,1,242,119
34071687,257995608,8,New York City,40.7244,-74.00794,Hotel room,99,1,60,23
34071691,257995608,8,New York City,40.7244,-74.00794,Hotel room,89,1,236,91
34071692,257995608,8,New York City,40.7244,-74.00794,Hotel room,89,1,145,67
34071699,257995608,8,New York City,40.7244,-74.00794,Hotel room,150,1,139,20
34071700,257995608,8,New York City,40.7244,-74.00794,Hotel room,79,1,84,22
34071962,259169672,10,New York City,40.74623,-73.98499,Hotel room,160,1,315,32
34072045,259169672,10,New York City,40.74623,-73.98499,Hotel room,99,1,206,161
34072046,259169672,10,New York City,40.74623,-73.98499,Hotel room,150,1,186,14
34072048,259169672,10,New York City,40.74623,-73.98499,Hotel room,129,1,320,75
34072158,259169672,10,New York City,40.74623,-73.98499,Hotel room,79,1,266,48
34072160,259169672,10,New York City,40.74623,-73.98499,Hotel room,79,1,337,5
34072161,259169672,10,New York City,40.74623,-73.98499,Hotel room,89,1,153,0
34072162,259169672,10,New York City,40.74676,-73.98584,Hotel room,89,1,57,0
34072164,259169672,10,New York City,40.74623,-73.98499,Hotel room,89,1,24,7
34072165,259169672,10,New York City,40.74623,-73.98499,Hotel room,150,1,112,5
34076756,73324719,1,New York City,40.59009,-73.81042,Entire home/apt,149,3,37,1
34078420,119816199,1,New York City,40.7751,-73.98085,Entire home/apt,93,7,8,1
34081916,1345194,1,New York City,40.69436,-73.94983,Private room,37,365,89,0
34082442,11674837,3,New York City,40.70477,-73.90943,Private room,66,1,65,21
34084359,209887985,1,New York City,40.65624,-73.87602,Private room,85,3,365,1
34087005,245960335,1,New York City,40.68055,-73.78263,Private room,95,1,180,0
34088667,179951095,1,New York City,40.69003,-73.82132,Private room,70,1,356,45
34088961,214148143,1,New York City,40.7311,-73.9775,Private room,154,1,179,9
34091327,34689714,5,New York City,40.76512,-73.98674,Entire home/apt,240,1,365,0
34093093,20087667,2,New York City,40.76962,-73.93146,Private room,131,3,90,47
34093881,253448038,2,New York City,40.75618,-73.99321,Entire home/apt,150,4,146,59
34096795,257005399,5,New York City,40.75636,-73.99448,Hotel room,664,1,136,5
34096836,257005399,5,New York City,40.75636,-73.99448,Hotel room,610,1,136,16
34096837,257005399,5,New York City,40.75636,-73.99448,Hotel room,718,1,136,1
34096839,257005399,5,New York City,40.75636,-73.99448,Hotel room,143,1,136,60
34096841,257005399,5,New York City,40.75636,-73.99448,Hotel room,718,1,136,1
34103144,137358866,130,New York City,40.81622,-73.94276,Private room,28,28,310,5
34109917,257555082,1,New York City,40.75308,-73.89419,Shared room,65,2,269,12
34113802,238779678,11,New York City,40.7272,-73.98993,Private room,81,30,365,0
34114232,249210688,1,New York City,40.683,-73.92422,Entire home/apt,92,4,179,2
34116613,219517861,40,New York City,40.70826,-74.00469,Entire home/apt,151,2,365,30
34119451,5173736,1,New York City,40.73499,-73.98875,Entire home/apt,621,3,306,23
34120117,253227041,1,New York City,40.67269,-73.93942,Entire home/apt,150,3,179,22
34120555,2673473,1,New York City,40.72401,-73.9806,Private room,100,4,90,1
34120590,141204841,3,New York City,40.71094,-73.96637,Private room,50,20,182,18
34120977,257576232,2,New York City,40.70992,-73.94969,Entire home/apt,175,2,93,51
34123251,257629980,1,New York City,40.66907,-73.99221,Entire home/apt,92,2,334,37
34124075,257585150,1,New York City,40.77167,-73.95529,Private room,125,3,281,10
34125953,58271557,1,New York City,40.73982,-74.00356,Entire home/apt,285,4,365,22
34127215,257685807,1,New York City,40.70927,-73.96149,Entire home/apt,800,3,242,17
34135694,205480,1,New York City,40.73121,-74.00686,Entire home/apt,150,5,90,3
34136999,107434423,238,New York City,40.71579,-74.00588,Entire home/apt,224,30,356,0
34138042,107434423,238,New York City,40.70558,-74.00838,Entire home/apt,164,30,347,0
34138100,107434423,238,New York City,40.7056,-74.00878,Entire home/apt,213,30,248,0
34139763,5680111,7,New York City,40.68603,-73.91399,Private room,51,10,14,9
34141423,257770997,1,New York City,40.80009,-73.9635,Entire home/apt,115,2,96,14
34142214,196476281,2,New York City,40.83197,-73.9212,Private room,65,1,365,11
34142272,257773717,4,New York City,40.71041,-73.96327,Private room,59,100,365,0
34142893,18886157,2,New York City,40.80039,-73.95217,Private room,60,5,177,5
34143050,257773717,4,New York City,40.71037,-73.96317,Private room,59,15,365,1
34143234,257773717,4,New York City,40.70944,-73.96472,Private room,60,100,282,1
34143463,257773717,4,New York City,40.70887,-73.96249,Private room,60,100,365,0
34148700,190688437,1,New York City,40.69072,-73.91891,Private room,35,30,364,0
34150118,40875021,3,New York City,40.79325,-73.93386,Entire home/apt,150,2,179,17
34150332,34689714,5,New York City,40.7667,-73.98829,Private room,99,1,365,34
34151410,257842396,1,New York City,40.72468,-73.94042,Entire home/apt,119,2,9,1
34153891,257866899,1,New York City,40.81864,-73.94108,Private room,75,5,332,34
34155231,1825030,1,New York City,40.7215,-73.95451,Entire home/apt,180,7,27,5
34156292,257888723,1,New York City,40.78563,-73.95396,Entire home/apt,230,3,365,5
34162298,133809504,1,New York City,40.72745,-73.98387,Private room,99,2,89,10
34165293,137358866,130,New York City,40.74654,-73.90776,Private room,52,28,342,2
34169395,107434423,238,New York City,40.71579,-74.00588,Entire home/apt,464,30,83,0
34172085,257993786,1,New York City,40.86473,-73.92641,Private room,55,1,362,69
34172715,157728550,2,New York City,40.80122,-73.94261,Private room,51,5,365,33
34175118,61391963,120,New York City,40.7191,-73.99671,Entire home/apt,105,30,343,7
34175216,245886857,1,New York City,40.81312,-73.94215,Private room,70,5,364,0
34176788,258035043,2,New York City,40.67878,-73.9172,Private room,52,1,270,108
34180216,232251881,9,New York City,40.66794,-73.78483,Private room,40,1,90,126
34180340,181233778,1,New York City,40.85595,-73.88519,Private room,30,30,241,0
34181264,251859047,3,New York City,40.67558,-73.9231,Private room,65,2,180,6
34182985,4592344,2,New York City,40.82261,-73.95544,Private room,49,3,87,3
34183108,158044747,1,New York City,40.68737,-73.94564,Entire home/apt,127,2,179,4
34194218,2086035,2,New York City,40.75526,-73.9945,Entire home/apt,86,1,326,89
34196510,252604696,21,New York City,40.74948,-73.99506,Private room,169,1,65,5
34198108,252604696,21,New York City,40.74995,-73.99567,Private room,99,1,250,7
34202651,652539,1,New York City,40.79097,-73.96885,Entire home/apt,525,4,321,12
34204602,219517861,40,New York City,40.76166,-73.99691,Entire home/apt,190,29,133,0
34205267,913940,1,New York City,40.70666,-73.90779,Private room,30,21,131,0
34205501,219517861,40,New York City,40.76061,-73.9967,Entire home/apt,236,29,148,0
34205576,258243498,3,New York City,40.70998,-73.94694,Private room,190,3,364,2
34206163,252604696,21,New York City,40.74889,-73.99656,Private room,159,1,257,4
34206567,244340,1,New York City,40.71354,-73.98093,Entire home/apt,200,4,362,0
34206654,252604696,21,New York City,40.75022,-73.99632,Private room,159,1,250,3
34206709,252604696,21,New York City,40.74952,-73.99671,Private room,159,1,250,2
34206762,252604696,21,New York City,40.75059,-73.9967,Private room,159,1,250,4
34206858,252604696,21,New York City,40.74914,-73.99471,Private room,159,1,250,11
34206929,252604696,21,New York City,40.75093,-73.99523,Private room,159,1,250,15
34207022,252604696,21,New York City,40.74975,-73.9961,Private room,99,1,250,2
34207413,252604696,21,New York City,40.75074,-73.9967,Private room,129,1,250,13
34207474,252604696,21,New York City,40.7494,-73.99519,Private room,129,1,250,11
34207544,252604696,21,New York City,40.75055,-73.99482,Private room,129,1,250,8
34207635,252604696,21,New York City,40.74942,-73.99536,Private room,119,1,250,2
34207673,252604696,21,New York City,40.74899,-73.99605,Private room,129,1,250,9
34207739,252604696,21,New York City,40.74882,-73.99663,Private room,129,1,250,6
34207823,252604696,21,New York City,40.75064,-73.99626,Private room,179,1,250,5
34207862,252604696,21,New York City,40.74913,-73.99513,Private room,129,1,250,0
34207902,252604696,21,New York City,40.75095,-73.99628,Private room,179,1,250,6
34208508,219517861,40,New York City,40.76241,-73.99606,Entire home/apt,252,29,56,0
34209440,48684597,7,New York City,40.73763,-73.89533,Private room,56,1,285,32
34209596,258247777,7,New York City,40.81672,-73.94746,Private room,39,3,183,13
34213403,137358866,130,New York City,40.74627,-73.92027,Private room,39,28,344,1
34214603,219517861,40,New York City,40.76198,-73.99644,Entire home/apt,191,29,116,0
34221161,9295237,2,New York City,40.75593,-73.91276,Private room,1451,365,365,0
34228147,123724346,1,New York City,40.80096,-73.95365,Entire home/apt,125,2,67,1
34228220,174816758,2,New York City,40.75548,-73.99513,Entire home/apt,150,3,294,75
34231172,59642348,1,New York City,40.6455,-74.01262,Entire home/apt,96,3,113,61
34233572,258461766,1,New York City,40.75073,-73.82052,Private room,75,1,363,1
34234215,258468184,1,New York City,40.69694,-73.73742,Entire home/apt,80,3,344,26
34234982,258247777,7,New York City,40.81548,-73.94557,Private room,135,3,195,17
34235178,258247777,7,New York City,40.81693,-73.94562,Private room,40,4,340,13
34244391,258536261,1,New York City,40.67959,-73.88302,Entire home/apt,81,2,10,53
34245464,250689404,1,New York City,40.76256,-73.99195,Private room,62,3,83,48
34247102,11522108,1,New York City,40.67428,-73.97559,Entire home/apt,173,4,6,48
34251212,59782332,1,New York City,40.72325,-73.98776,Entire home/apt,102,4,8,12
34251901,27955210,1,New York City,40.69338,-73.92787,Private room,60,5,180,1
34251990,32615118,1,New York City,40.7676,-73.98609,Private room,70,3,365,5
34253845,258243498,3,New York City,40.70992,-73.94698,Private room,110,1,365,12
34254969,204704622,73,New York City,40.74787,-73.89838,Private room,29,30,34,2
34255183,17842194,2,New York City,40.67882,-73.96267,Private room,90,3,250,6
34255449,779474,1,New York City,40.83515,-73.94178,Entire home/apt,175,3,361,41
34255571,243639488,1,New York City,40.64359,-73.94821,Private room,55,2,180,5
34255812,18405982,2,New York City,40.68936,-73.86979,Private room,59,7,269,2
34256727,49216953,1,New York City,40.57548,-74.09462,Entire home/apt,98,2,365,35
34257868,258661548,1,New York City,40.71456,-73.94326,Entire home/apt,106,1,27,30
34258341,258663772,1,New York City,40.73272,-73.87322,Private room,56,1,54,55
34258883,241676154,3,New York City,40.57801,-74.10869,Private room,35,5,171,0
34272580,4521174,3,New York City,40.67167,-73.94015,Entire home/apt,250,7,343,1
34274020,7802615,1,New York City,40.72467,-73.94973,Private room,51,10,179,0
34275461,247584029,2,New York City,40.68417,-73.95343,Entire home/apt,93,30,140,5
34277352,250825715,5,New York City,40.71672,-73.99553,Private room,68,1,101,22
34278696,47572575,1,New York City,40.67259,-73.9525,Entire home/apt,120,1,78,27
34278935,256966373,2,New York City,40.64457,-74.07797,Entire home/apt,125,3,126,9
34279388,9070754,1,New York City,40.82672,-73.94948,Private room,50,5,62,3
34281515,258818973,1,New York City,40.57541,-73.96028,Private room,58,2,88,17
34283155,6655776,2,New York City,40.80436,-73.96512,Private room,70,2,21,44
34286050,187854007,1,New York City,40.77147,-73.9503,Entire home/apt,213,2,88,2
34287923,230837383,1,New York City,40.71304,-74.00047,Entire home/apt,325,1,178,23
34288145,41614685,1,New York City,40.75947,-73.91738,Private room,70,2,58,7
34289331,219517861,40,New York City,40.7607,-73.9961,Entire home/apt,198,29,148,0
34301679,258753303,1,New York City,40.70441,-74.00637,Entire home/apt,169,3,346,53
34302031,133588507,1,New York City,40.7084,-73.78882,Entire home/apt,49,3,67,31
34303993,258978893,1,New York City,40.6707,-73.93944,Entire home/apt,120,4,65,18
34306772,107434423,238,New York City,40.73086,-73.98411,Entire home/apt,155,30,360,0
34306801,107434423,238,New York City,40.72995,-73.98453,Entire home/apt,189,30,344,0
34306827,107434423,238,New York City,40.73086,-73.98411,Entire home/apt,179,30,353,0
34309096,31367619,1,New York City,40.6921,-73.9391,Private room,80,3,89,0
34309557,107434423,238,New York City,40.73086,-73.98411,Entire home/apt,204,30,334,0
34309941,206094855,1,New York City,40.68538,-73.90878,Private room,75,10,178,0
34312363,106064779,1,New York City,40.72773,-73.98689,Private room,85,60,365,1
34313601,29659188,1,New York City,40.6774,-73.96864,Entire home/apt,150,3,158,42
34314739,258819365,1,New York City,40.60098,-73.95707,Entire home/apt,69,4,49,1
34315737,259063599,1,New York City,40.63302,-73.9837,Entire home/apt,85,2,178,12
34315945,259066380,1,New York City,40.7269,-73.97866,Entire home/apt,108,1,124,41
34316644,145878384,7,New York City,40.65607,-73.92942,Private room,125,5,365,4
34316785,109843377,2,New York City,40.67981,-73.91022,Shared room,33,7,88,1
34316984,219548549,2,New York City,40.66996,-73.92264,Private room,150,1,364,3
34317148,259078758,2,New York City,40.71573,-73.76897,Private room,189,1,89,0
34317924,219517861,40,New York City,40.76118,-73.98628,Entire home/apt,127,29,14,1
