Listing ID,Host ID,Number of Listings Per Host,City,Latitude,Longitude,Listing Type,Price,Minimum Nights,Availability,Number of Reviews
20692563,147814925,1,New York City,40.733,-73.99413,Entire home/apt,3900,30,180,7
20695930,148124467,1,New York City,40.8098,-73.9441,Private room,79,5,98,48
20696496,148130354,2,New York City,40.68591,-73.9249,Entire home/apt,165,3,179,36
20696891,22378571,1,New York City,40.86416,-73.92734,Entire home/apt,49,30,81,1
20698073,148148402,1,New York City,40.69167,-73.96927,Entire home/apt,92,2,80,144
20698477,83786650,10,New York City,40.76128,-73.96236,Entire home/apt,59,30,311,5
20703786,54081046,1,New York City,40.63524,-73.94158,Private room,65,2,90,34
20705026,137129564,5,New York City,40.75224,-73.81505,Private room,39,1,308,106
20705094,32689791,1,New York City,40.73632,-74.00601,Entire home/apt,165,14,157,8
20708503,148242106,1,New York City,40.85119,-73.94245,Private room,19,30,91,36
20710022,148261815,1,New York City,40.80171,-73.95122,Private room,100,10,126,7
20710208,2462590,1,New York City,40.69084,-73.92048,Entire home/apt,100,1,359,74
20714171,148307318,1,New York City,40.75506,-73.99709,Entire home/apt,150,7,179,68
20714304,118751485,1,New York City,40.77786,-73.90819,Private room,65,10,90,38
20714517,139623237,1,New York City,40.61802,-73.92866,Private room,50,6,343,18
20720290,61391963,120,New York City,40.77832,-73.95657,Entire home/apt,109,30,343,11
20723015,3436710,2,New York City,40.7244,-73.97732,Private room,70,1,336,59
20725853,148284545,1,New York City,40.68225,-73.99116,Private room,46,1,6,12
20726546,57049951,9,New York City,40.81285,-73.95287,Private room,59,2,174,26
20728100,144687306,5,New York City,40.6564,-73.95276,Entire home/apt,200,2,360,28
20728525,141052003,4,New York City,40.68503,-73.77983,Entire home/apt,150,5,158,63
20729133,31306976,1,New York City,40.69155,-73.93662,Private room,45,7,68,5
20729216,148444929,1,New York City,40.64119,-74.08369,Entire home/apt,86,2,128,153
20729981,57049951,9,New York City,40.81285,-73.95287,Private room,59,2,365,11
20741384,147210078,4,New York City,40.64861,-73.94983,Private room,47,2,66,9
20741509,148544231,2,New York City,40.80841,-73.95625,Private room,105,3,39,13
20743194,104116468,1,New York City,40.80227,-73.9579,Private room,90,3,179,68
20744654,134264127,1,New York City,40.67454,-73.9841,Entire home/apt,200,2,356,110
20745208,107455767,5,New York City,40.65251,-73.7365,Private room,35,28,220,21
20746616,14808690,1,New York City,40.88335,-73.89821,Private room,40,2,68,3
20754847,23861295,2,New York City,40.6435,-73.94011,Private room,49,1,314,15
20758861,148689791,1,New York City,40.72475,-73.97788,Entire home/apt,200,30,363,0
20761266,73066515,3,New York City,40.69387,-73.94688,Private room,60,4,74,70
20761404,51501835,88,New York City,40.76354,-73.99283,Entire home/apt,75,30,333,7
20763209,10388662,1,New York City,40.71515,-73.99863,Entire home/apt,154,4,173,23
20770969,148812441,1,New York City,40.72653,-73.98539,Entire home/apt,155,1,309,50
20772071,128692351,5,New York City,40.84101,-73.92626,Private room,53,2,365,89
20772204,82889379,6,New York City,40.89811,-73.85543,Private room,38,1,16,268
20772462,57049951,9,New York City,40.81285,-73.95287,Private room,59,2,365,2
20772650,83786650,10,New York City,40.76141,-73.96265,Entire home/apt,57,30,315,1
20773084,128692351,5,New York City,40.84184,-73.92535,Private room,53,2,365,112
20773149,128692351,5,New York City,40.84103,-73.92701,Private room,53,2,355,91
20779502,6280255,1,New York City,40.71882,-73.95377,Entire home/apt,130,2,174,0
20780688,52287004,1,New York City,40.76366,-73.99096,Entire home/apt,65,5,111,104
20781551,148934202,1,New York City,40.70875,-73.8141,Private room,70,1,270,0
20783233,30536963,1,New York City,40.6958,-73.91362,Private room,45,2,127,88
20786225,106555852,1,New York City,40.79711,-73.93255,Private room,70,2,17,46
20788473,312035052,1,New York City,40.62944,-73.89678,Entire home/apt,61,2,289,120
20788849,1016141,1,New York City,40.86083,-73.92767,Private room,70,3,89,1
20793502,27534002,1,New York City,40.69154,-73.93191,Private room,59,1,26,107
20795854,69992824,1,New York City,40.68181,-73.94214,Entire home/apt,250,1,123,3
20796595,145872703,2,New York City,40.81968,-73.95831,Private room,55,1,161,51
20799199,302544,1,New York City,40.71569,-73.99421,Entire home/apt,180,2,65,10
20800988,141052003,4,New York City,40.68496,-73.78194,Private room,58,1,173,7
20801864,77750223,2,New York City,40.81645,-73.86355,Private room,44,3,158,15
20804915,12972780,2,New York City,40.7623,-73.91645,Private room,91,2,364,39
20812365,76227113,1,New York City,40.80246,-73.95972,Entire home/apt,199,30,90,82
20812387,149249049,1,New York City,40.67785,-73.95086,Entire home/apt,95,2,259,126
20812587,25718914,2,New York City,40.6606,-73.95549,Private room,95,2,126,60
20812956,27601846,1,New York City,40.80344,-73.95513,Entire home/apt,200,2,96,3
20814067,149265574,1,New York City,40.69514,-73.74902,Private room,42,1,334,156
20816828,149294813,1,New York City,40.62365,-73.93171,Entire home/apt,90,2,37,33
20817201,643120,4,New York City,40.71591,-73.95513,Private room,35,10,109,76
20817614,74633496,6,New York City,40.85751,-73.90805,Private room,40,5,365,19
20818955,463061,3,New York City,40.69621,-73.8502,Private room,60,2,178,8
20819116,149292557,17,New York City,40.75015,-73.85961,Entire home/apt,64,2,112,227
20820417,66096509,1,New York City,40.79398,-73.94159,Entire home/apt,250,3,179,17
20821762,127726348,1,New York City,40.72804,-73.95065,Entire home/apt,131,7,204,48
20826700,116839989,4,New York City,40.73105,-73.98195,Entire home/apt,79,30,155,69
20827801,145878384,7,New York City,40.67222,-73.93028,Private room,55,5,364,14
20827821,148544231,2,New York City,40.80671,-73.95382,Private room,100,3,179,6
20829055,26490904,4,New York City,40.76114,-73.97596,Entire home/apt,350,30,179,1
20830442,1939209,2,New York City,40.835,-73.91114,Private room,55,4,89,44
20832523,136104359,1,New York City,40.83497,-73.9189,Private room,35,5,29,52
20833958,145878384,7,New York City,40.67222,-73.93028,Private room,50,4,364,20
20835909,149483822,1,New York City,40.75918,-73.82922,Entire home/apt,101,30,179,24
20843577,2454680,1,New York City,40.70464,-73.89822,Entire home/apt,100,3,150,18
20843601,144687507,1,New York City,40.64706,-73.96057,Private room,42,30,182,7
20844580,35474485,1,New York City,40.7069,-73.95372,Private room,39,2,89,81
20845031,107434423,238,New York City,40.74572,-73.97986,Entire home/apt,244,30,347,0
20845108,39371342,2,New York City,40.62499,-74.01684,Entire home/apt,161,1,162,95
20846687,57160283,1,New York City,40.68328,-73.93719,Entire home/apt,87,2,1,32
20848135,149608542,1,New York City,40.81643,-73.94042,Private room,70,5,251,116
20849101,149618690,1,New York City,40.90356,-73.84172,Private room,65,1,88,11
20850006,141931484,4,New York City,40.63295,-73.89202,Private room,46,3,89,21
20857108,120762452,50,New York City,40.74814,-73.97554,Entire home/apt,98,30,358,1
20857788,120762452,50,New York City,40.74844,-73.97694,Entire home/apt,400,30,364,1
20857866,105828086,4,New York City,40.64108,-73.96378,Private room,60,2,1,34
20859561,149719030,1,New York City,40.72134,-73.9857,Entire home/apt,99,1,146,40
20860448,23005126,1,New York City,40.71768,-73.77308,Private room,120,3,363,0
20861411,12374283,2,New York City,40.72411,-73.97826,Private room,117,2,178,145
20862285,84562428,1,New York City,40.72822,-73.87824,Private room,35,5,88,22
20862338,149746387,1,New York City,40.72451,-73.99002,Private room,120,2,89,1
20864878,13462349,1,New York City,40.7469,-73.99494,Entire home/apt,205,2,365,55
20871885,3882708,1,New York City,40.68824,-73.98794,Entire home/apt,250,20,363,1
20874350,13262918,1,New York City,40.71075,-73.9564,Entire home/apt,197,2,10,177
20874372,3905466,1,New York City,40.68657,-73.96003,Entire home/apt,150,29,92,4
20876208,127618565,2,New York City,40.70544,-73.91828,Private room,46,1,88,119
20881375,104300362,1,New York City,40.75596,-73.89702,Private room,46,4,364,21
20881488,598896,2,New York City,40.71992,-73.96029,Entire home/apt,250,2,59,10
20882090,34506361,2,New York City,40.7487,-73.97479,Shared room,120,2,365,51
20884086,19200188,2,New York City,40.76549,-73.99198,Private room,100,1,247,78
20884271,68992648,1,New York City,40.81888,-73.94345,Private room,38,2,65,47
20886228,142286413,1,New York City,40.76536,-73.98878,Entire home/apt,150,4,151,108
20886432,75458625,4,New York City,40.74722,-73.9186,Private room,80,2,365,32
20896858,71375344,1,New York City,40.81301,-73.94502,Entire home/apt,100,4,275,26
20897776,61391963,120,New York City,40.76136,-73.99361,Entire home/apt,99,30,343,12
20897952,61391963,120,New York City,40.78227,-73.97596,Entire home/apt,79,30,365,0
20900400,3273275,1,New York City,40.71967,-73.96001,Entire home/apt,195,2,6,10
20900545,150159094,1,New York City,40.69064,-73.93559,Entire home/apt,313,1,365,103
20904409,128919111,1,New York City,40.86144,-73.86427,Private room,89,2,269,144
20912583,3557641,1,New York City,40.80998,-73.93899,Entire home/apt,175,5,180,49
20912594,12123995,3,New York City,40.76104,-73.99255,Entire home/apt,435,2,346,27
20912723,57169835,1,New York City,40.67925,-73.97896,Private room,80,2,87,9
20914216,85722766,1,New York City,40.71317,-73.94518,Entire home/apt,170,3,236,6
20914711,9215509,2,New York City,40.68939,-73.96474,Entire home/apt,275,5,365,6
20915427,95999344,1,New York City,40.60903,-73.91846,Entire home/apt,275,1,251,34
20915909,411697,1,New York City,40.68451,-73.96052,Entire home/apt,232,4,26,46
20916679,9215509,2,New York City,40.69072,-73.96539,Entire home/apt,165,10,365,6
20917712,117492425,8,New York City,40.64579,-74.08027,Private room,35,2,190,83
20917759,705576,1,New York City,40.65266,-73.96395,Private room,45,2,4,0
20926888,11638358,2,New York City,40.69031,-73.93903,Entire home/apt,370,4,157,29
20927532,1963215,1,New York City,40.68227,-73.99948,Entire home/apt,125,30,296,8
20933293,150489232,1,New York City,40.76759,-73.92463,Private room,69,1,341,195
20933850,144008701,4,New York City,40.82274,-73.94462,Private room,32,7,1,7
20934059,30347639,1,New York City,40.66232,-73.9939,Entire home/apt,150,2,64,7
20941726,67268840,1,New York City,40.65157,-74.01089,Entire home/apt,125,5,4,62
20942352,150565606,2,New York City,40.77864,-73.91445,Private room,60,1,217,131
20942873,117287,3,New York City,40.76888,-73.98639,Private room,124,1,360,3
20946154,59974573,2,New York City,40.73742,-73.87027,Entire home/apt,99,4,8,5
20946693,143041708,1,New York City,40.63568,-73.94746,Private room,70,4,88,0
20947437,100685031,1,New York City,40.76798,-73.95274,Entire home/apt,170,59,266,103
20951141,150670215,1,New York City,40.80088,-73.95719,Entire home/apt,345,30,364,53
20955316,9856328,1,New York City,40.81536,-73.95814,Private room,60,2,203,19
20957065,147059964,3,New York City,40.69342,-73.95881,Private room,105,30,89,8
20958738,75248463,9,New York City,40.64521,-73.94751,Private room,72,2,89,12
20960203,150761245,1,New York City,40.69563,-73.97051,Entire home/apt,199,3,100,82
20966555,25774748,2,New York City,40.76407,-73.83052,Private room,150,1,180,4
20968046,150116246,1,New York City,40.75633,-73.92777,Private room,75,3,173,9
20968166,116404073,2,New York City,40.66648,-73.76286,Entire home/apt,70,1,220,227
20969532,127292,3,New York City,40.74205,-73.92394,Entire home/apt,88,30,103,12
20970017,89715420,1,New York City,40.64399,-73.89315,Entire home/apt,101,5,364,21
20970822,150876351,1,New York City,40.65454,-73.91569,Entire home/apt,110,1,363,312
20971442,10980826,1,New York City,40.75974,-73.98623,Private room,113,3,65,43
20979453,5335417,1,New York City,40.74395,-73.98049,Entire home/apt,80,3,3,17
20981032,31825764,1,New York City,40.78865,-73.94447,Entire home/apt,130,5,362,1
20981701,2015914,5,New York City,40.69028,-73.91859,Private room,75,31,342,3
20982257,75248463,9,New York City,40.64434,-73.94635,Private room,72,2,90,6
20982704,147721837,3,New York City,40.6661,-73.87469,Entire home/apt,175,4,78,6
20982734,5668108,1,New York City,40.80012,-73.94549,Entire home/apt,130,30,308,7
20983663,117507630,1,New York City,40.67171,-73.93273,Entire home/apt,68,3,82,55
20984142,13500687,1,New York City,40.70784,-73.92054,Private room,90,1,68,16
20988182,34689925,1,New York City,40.7904,-73.94575,Entire home/apt,100,3,363,17
20989220,151073194,1,New York City,40.72662,-73.80086,Entire home/apt,99,2,251,166
20990053,151084261,6,New York City,40.71772,-73.95059,Private room,110,30,365,24
20990431,151087909,1,New York City,40.73565,-73.81591,Private room,193,1,89,0
20990607,151084261,6,New York City,40.71835,-73.94999,Private room,90,30,365,16
20990770,151084261,6,New York City,40.71732,-73.95048,Private room,50,30,288,23
20992027,603493,1,New York City,40.67858,-73.9812,Entire home/apt,229,28,3,56
20996372,151146788,2,New York City,40.68884,-73.92958,Entire home/apt,329,3,6,135
20996996,785283,2,New York City,40.77618,-73.91741,Private room,78,2,161,38
20999025,1137079,1,New York City,40.69808,-73.93022,Private room,70,2,340,104
21005576,151238818,1,New York City,40.77867,-73.97914,Private room,109,5,365,13
21005699,45044964,2,New York City,40.72517,-73.76105,Shared room,29,1,79,13
21006224,151243003,1,New York City,40.76124,-73.76178,Private room,89,2,249,87
21007181,19202566,1,New York City,40.7366,-73.95656,Entire home/apt,153,30,132,0
21007370,19536090,2,New York City,40.72709,-74.00447,Private room,175,3,268,31
21008377,6958439,1,New York City,40.7572,-73.98046,Entire home/apt,329,180,364,4
21009685,150122503,1,New York City,40.62938,-74.02976,Private room,40,3,37,0
21009737,2506798,1,New York City,40.7315,-73.99393,Entire home/apt,400,30,90,0
21010586,151284868,1,New York City,40.73076,-74.00162,Entire home/apt,150,3,67,16
21010714,17579903,1,New York City,40.72066,-73.99229,Entire home/apt,771,3,270,14
21011433,3917497,1,New York City,40.70824,-74.01862,Entire home/apt,200,10,34,12
21013416,151084261,6,New York City,40.71913,-73.95041,Private room,115,30,365,4
21015347,102618751,1,New York City,40.65894,-73.8921,Entire home/apt,163,7,275,61
21016498,51716739,4,New York City,40.68171,-73.94471,Entire home/apt,119,1,364,66
21025083,18996093,4,New York City,40.75676,-73.72981,Private room,135,1,131,8
21025488,151421618,1,New York City,40.68464,-73.84245,Entire home/apt,160,5,305,30
21026558,15569216,1,New York City,40.78628,-73.97482,Private room,195,2,177,7
21027809,9138141,1,New York City,40.65894,-73.95262,Entire home/apt,89,4,280,155
21027995,82349344,1,New York City,40.70911,-73.95288,Private room,102,2,362,114
21029378,13909018,1,New York City,40.74212,-73.97578,Entire home/apt,175,3,90,1
21034242,2530122,1,New York City,40.76411,-73.98833,Private room,215,3,100,20
21037246,1184707,1,New York City,40.79502,-73.97148,Entire home/apt,129,3,250,4
21042534,2575895,1,New York City,40.67467,-73.9469,Entire home/apt,101,7,7,3
21044649,151547086,1,New York City,40.87759,-73.88459,Private room,55,2,36,21
21051477,151018315,1,New York City,40.65604,-73.88426,Private room,55,2,87,3
21053432,21891606,1,New York City,40.69787,-73.90008,Private room,38,7,268,4
21054012,48638439,2,New York City,40.66013,-73.77166,Entire home/apt,231,5,312,36
21055192,9232930,1,New York City,40.77429,-73.92123,Private room,90,2,87,11
21056487,104450469,3,New York City,40.7228,-73.99799,Private room,99,2,89,41
21058761,130675388,1,New York City,40.77376,-73.98864,Private room,72,7,180,6
21062611,8898944,1,New York City,40.62053,-74.03942,Entire home/apt,125,2,85,31
21073975,120762452,50,New York City,40.75008,-73.97655,Hotel room,98,30,364,2
21076625,33074274,2,New York City,40.80752,-73.94994,Private room,65,6,364,11
21079505,151940941,1,New York City,40.85117,-73.94344,Private room,46,3,251,85
21080763,61391963,120,New York City,40.74061,-73.97991,Entire home/apt,133,30,365,8
21082612,105367031,3,New York City,40.76617,-73.98555,Private room,150,5,365,4
21090094,152045247,1,New York City,40.86506,-73.84295,Entire home/apt,60,2,1,38
21091355,83786650,10,New York City,40.76139,-73.96222,Entire home/apt,60,30,333,6
21091844,28270349,4,New York City,40.76604,-73.79442,Private room,56,1,251,45
21094894,11855071,1,New York City,40.76842,-73.99109,Entire home/apt,255,2,351,60
21095257,21480920,1,New York City,40.72653,-74.00054,Entire home/apt,150,3,321,107
21098555,120762452,50,New York City,40.74848,-73.97564,Hotel room,98,30,364,0
21098717,120762452,50,New York City,40.74896,-73.9762,Hotel room,90,30,364,2
21098848,120762452,50,New York City,40.74877,-73.97565,Hotel room,90,30,364,1
21098980,120762452,50,New York City,40.74829,-73.97554,Hotel room,80,30,364,3
21106395,152195388,2,New York City,40.78489,-73.97345,Private room,103,20,65,8
21107539,48985309,2,New York City,40.70327,-73.91092,Private room,40,15,270,0
21109039,5962328,14,New York City,40.75991,-73.82272,Entire home/apt,100,30,343,9
21110331,141012332,2,New York City,40.80762,-73.92454,Entire home/apt,111,2,178,172
21110408,289199951,5,New York City,40.68563,-73.93863,Private room,45,2,14,38
21110494,120767920,9,New York City,40.75898,-73.81448,Private room,56,2,90,84
21110709,59959974,1,New York City,40.7726,-73.92298,Entire home/apt,301,3,58,56
21120547,152331348,1,New York City,40.69362,-73.82356,Entire home/apt,77,2,256,60
21121438,17766289,2,New York City,40.86924,-73.90651,Private room,40,5,179,4
21122097,39528519,33,New York City,40.71073,-73.98771,Shared room,36,4,365,5
21122476,39528519,33,New York City,40.71262,-73.9908,Shared room,44,4,365,2
21124150,152366935,1,New York City,40.65059,-73.82896,Entire home/apt,103,2,248,65
21126713,305933,1,New York City,40.68974,-73.97193,Private room,60,6,10,1
21136144,54198006,2,New York City,40.79803,-73.93648,Private room,59,1,365,46
21136618,16282569,3,New York City,40.70683,-73.95175,Private room,58,30,365,2
21138538,149977050,1,New York City,40.78631,-73.97752,Entire home/apt,125,2,358,33
21139541,120767920,9,New York City,40.7557,-73.81237,Private room,49,2,90,47
21139995,12424361,1,New York City,40.67834,-73.94899,Entire home/apt,105,30,219,8
21141576,152530167,1,New York City,40.76407,-73.82518,Entire home/apt,151,1,60,24
21142363,119464278,1,New York City,40.78729,-73.97033,Private room,110,30,173,0
21147943,11546043,3,New York City,40.65516,-73.96121,Private room,68,28,221,11
21148781,12220,2,New York City,40.77746,-73.98901,Private room,65,1,346,11
21158552,80772013,1,New York City,40.67584,-74.00057,Entire home/apt,350,5,358,8
21158775,1177497,11,New York City,40.69075,-73.9677,Private room,319,1,355,66
21161038,11310249,1,New York City,40.67844,-74.01058,Entire home/apt,100,2,5,126
21161561,24088306,1,New York City,40.77112,-73.96226,Entire home/apt,239,7,296,88
21163697,99927578,1,New York City,40.76062,-73.99435,Entire home/apt,183,3,90,13
21164239,152735099,1,New York City,40.82874,-73.95122,Private room,108,4,89,5
21165138,148852095,2,New York City,40.75806,-73.83042,Private room,65,2,89,27
21169401,49614264,1,New York City,40.66074,-73.88692,Private room,52,3,90,1
21171230,82975282,2,New York City,40.6004,-73.7667,Private room,56,30,220,9
21171726,6009690,1,New York City,40.71509,-73.98992,Entire home/apt,126,3,65,4
21172187,152353924,3,New York City,40.83555,-73.8757,Private room,28,3,55,58
21172762,33975562,3,New York City,40.75684,-73.99465,Private room,78,1,220,185
21173134,142352236,4,New York City,40.75563,-73.99508,Entire home/apt,150,7,179,62
21173148,27231066,1,New York City,40.81138,-73.95442,Entire home/apt,145,3,249,23
21174445,42916011,1,New York City,40.74351,-73.92577,Private room,55,7,365,3
21175036,152878377,2,New York City,40.64356,-73.96318,Private room,75,3,87,22
21175139,7055854,5,New York City,40.80323,-73.94253,Private room,5000,15,365,3
21175160,8637211,6,New York City,40.81821,-73.94746,Private room,65,30,342,77
21175597,8637211,6,New York City,40.81899,-73.94584,Private room,49,30,312,39
21178117,148852095,2,New York City,40.75379,-73.83011,Private room,60,3,89,25
21182937,91646104,1,New York City,40.74371,-73.9109,Entire home/apt,220,3,269,113
21184012,16024560,1,New York City,40.61902,-74.03514,Entire home/apt,132,2,156,72
21184173,21250331,3,New York City,40.75263,-73.774,Private room,42,1,364,125
21184343,54198006,2,New York City,40.79567,-73.9366,Private room,68,1,365,52
21185633,75029289,5,New York City,40.77606,-73.95422,Entire home/apt,75,30,348,10
21186218,152992409,1,New York City,40.65936,-73.96054,Entire home/apt,120,6,177,3
21189177,5400205,1,New York City,40.69261,-73.93325,Private room,120,2,342,26
21191570,9485066,1,New York City,40.72151,-73.9951,Entire home/apt,175,10,363,2
21191862,110965771,8,New York City,40.77285,-73.82432,Private room,190,2,63,13
21192066,43148410,2,New York City,40.66756,-73.88704,Private room,33,30,365,6
21192123,153052198,1,New York City,40.73366,-73.99805,Entire home/apt,184,150,308,1
21192158,120762452,50,New York City,40.75001,-73.97573,Hotel room,80,30,364,2
21192284,120762452,50,New York City,40.74872,-73.97701,Hotel room,80,30,364,1
21192364,120762452,50,New York City,40.74877,-73.977,Hotel room,80,30,364,2
21192430,120762452,50,New York City,40.74839,-73.97683,Entire home/apt,89,30,364,0
21199546,55430096,1,New York City,40.68634,-73.95709,Entire home/apt,185,10,225,6
21199630,61391963,120,New York City,40.7717,-73.96116,Entire home/apt,99,30,365,7
21203987,9206072,1,New York City,40.69195,-73.96045,Entire home/apt,88,2,54,151
21205374,12160369,1,New York City,40.76761,-73.93567,Entire home/apt,165,21,90,9
21205650,120762452,50,New York City,40.75017,-73.97684,Hotel room,90,30,364,0
21205810,120762452,50,New York City,40.74817,-73.97665,Hotel room,98,30,364,1
21205891,120762452,50,New York City,40.74876,-73.97553,Hotel room,90,30,360,8
21206002,120762452,50,New York City,40.74865,-73.9753,Hotel room,90,30,364,0
21210250,79753770,2,New York City,40.83638,-73.94294,Entire home/apt,125,3,365,15
21212045,50073087,1,New York City,40.78447,-73.97492,Entire home/apt,250,30,178,9
21213095,153251827,1,New York City,40.70278,-73.90229,Private room,75,1,90,74
21213775,141052003,4,New York City,40.6841,-73.78203,Private room,53,1,173,7
21213799,63417081,8,New York City,40.82332,-73.94426,Private room,35,19,354,4
21215073,9522664,1,New York City,40.74337,-73.99362,Private room,149,3,363,24
21217074,145825873,4,New York City,40.80475,-73.9491,Entire home/apt,96,30,293,6
21218250,953913,1,New York City,40.69952,-73.92616,Entire home/apt,290,14,35,1
21219651,15277706,1,New York City,40.67212,-73.95253,Private room,80,1,71,69
21219737,48241662,1,New York City,40.73554,-73.91858,Private room,50,3,142,7
21223569,135320687,2,New York City,40.76301,-73.94959,Private room,88,3,219,51
21226783,9849167,1,New York City,40.67234,-73.914,Private room,75,1,68,34
21227069,153388393,1,New York City,40.80305,-73.95766,Private room,50,5,192,8
21229168,40818755,1,New York City,40.72535,-73.99341,Entire home/apt,225,2,111,29
21230082,153419495,1,New York City,40.76178,-73.96573,Entire home/apt,274,2,164,128
21230280,110965771,8,New York City,40.77285,-73.82432,Private room,60,2,63,24
21230688,145825873,4,New York City,40.80436,-73.94865,Entire home/apt,96,30,230,7
21231068,18104303,1,New York City,40.7248,-73.9854,Private room,114,4,89,47
21236786,145255423,1,New York City,40.76505,-73.93002,Private room,85,1,177,0
21240760,7714461,3,New York City,40.71321,-73.95073,Private room,70,2,38,10
21241079,57169534,1,New York City,40.73261,-74.00713,Entire home/apt,385,2,364,8
21242568,26326392,4,New York City,40.82586,-73.95356,Private room,70,1,90,16
21244390,33975562,3,New York City,40.75703,-73.99371,Private room,71,1,204,176
21245112,8896831,1,New York City,40.74923,-73.95031,Private room,132,2,137,34
21247657,51846382,1,New York City,40.69427,-73.96848,Entire home/apt,332,2,137,90
21249716,4144536,1,New York City,40.76234,-73.99036,Private room,153,1,1,49
21253000,10994664,8,New York City,40.69241,-73.90545,Shared room,26,30,365,0
21257726,2082420,1,New York City,40.70599,-73.90881,Entire home/apt,88,1,303,53
21260624,153180105,1,New York City,40.57641,-74.12931,Entire home/apt,120,2,37,37
21263179,20408271,2,New York City,40.67503,-74.01505,Entire home/apt,140,1,158,2
21263728,16977462,1,New York City,40.78642,-73.97652,Private room,149,3,358,48
21263872,21942287,1,New York City,40.68534,-73.9341,Entire home/apt,150,28,65,4
21264686,14552154,3,New York City,40.74555,-73.9869,Private room,100,5,270,100
21264903,145825873,4,New York City,40.80604,-73.94971,Entire home/apt,88,30,251,9
21265189,14552154,3,New York City,40.74549,-73.98586,Private room,109,5,73,108
21265363,14552154,3,New York City,40.74488,-73.98516,Private room,356,2,169,16
21273425,153886003,1,New York City,40.73698,-73.90256,Entire home/apt,98,1,349,141
21274308,148787736,2,New York City,40.66977,-73.99021,Entire home/apt,133,1,159,13
21274914,46343506,1,New York City,40.70571,-74.01031,Private room,250,4,359,1
21277145,153921305,1,New York City,40.64699,-74.01404,Entire home/apt,130,3,174,79
21277719,153927396,1,New York City,40.73138,-73.72435,Private room,65,1,343,28
21278102,145825873,4,New York City,40.80421,-73.9502,Private room,135,3,308,20
21280280,14103991,6,New York City,40.75602,-73.818,Private room,35,2,365,41
21280552,153956930,2,New York City,40.67069,-73.79196,Private room,95,1,268,3
21282732,16727881,1,New York City,40.7745,-73.90406,Private room,75,2,363,1
21283357,153988027,3,New York City,40.74267,-73.8996,Entire home/apt,255,4,364,58
21288895,23722110,1,New York City,40.71386,-73.9634,Entire home/apt,150,7,296,38
21291783,50455642,1,New York City,40.71528,-73.95365,Private room,45,2,15,183
21293326,10994839,1,New York City,40.71994,-73.98184,Private room,151,2,90,48
21295834,122920689,2,New York City,40.653,-73.95079,Private room,45,4,364,2
21296249,154106207,1,New York City,40.76031,-73.91583,Private room,180,6,83,0
21296642,2738309,1,New York City,40.73178,-73.98672,Entire home/apt,219,14,88,1
21298222,110081618,1,New York City,40.7617,-73.98931,Entire home/apt,179,1,176,214
21298453,154128335,4,New York City,40.69933,-73.81436,Private room,55,150,197,51
21306332,22541573,71,New York City,40.74071,-73.99977,Entire home/apt,159,30,365,1
21306457,100354001,1,New York City,40.6598,-73.73316,Private room,52,1,90,116
21307403,154206608,1,New York City,40.63881,-73.93476,Entire home/apt,99,1,220,64
21307577,12404709,2,New York City,40.72853,-73.98472,Private room,100,3,75,89
21308590,146933726,1,New York City,40.6654,-73.94864,Entire home/apt,79,1,363,62
21309659,154201505,2,New York City,40.68368,-73.93796,Entire home/apt,125,30,87,21
21310073,154201505,2,New York City,40.68294,-73.93979,Entire home/apt,125,30,87,0
21311003,154232402,1,New York City,40.68613,-73.94021,Entire home/apt,165,3,363,32
21311240,154239561,2,New York City,40.71198,-73.95787,Entire home/apt,200,2,350,65
21311781,154220885,2,New York City,40.70706,-73.90006,Private room,43,1,180,137
21312075,134184451,2,New York City,40.70333,-73.8138,Hotel room,102,1,365,0
21312403,134184451,2,New York City,40.70423,-73.8144,Hotel room,141,1,365,1
21313022,15356710,2,New York City,40.57536,-73.96523,Private room,40,31,364,3
21313640,10500831,1,New York City,40.68527,-73.95014,Entire home/apt,107,14,65,61
21324522,12337318,2,New York City,40.82296,-73.94545,Entire home/apt,300,2,69,48
21325259,150565606,2,New York City,40.77824,-73.91493,Entire home/apt,88,1,14,93
21325362,154220885,2,New York City,40.70516,-73.90497,Private room,46,1,177,105
21327397,32446721,7,New York City,40.74807,-73.86511,Shared room,30,1,250,14
21344179,4285729,1,New York City,40.71339,-73.99115,Entire home/apt,166,3,364,10
21344739,87397826,2,New York City,40.75595,-73.93075,Private room,99,7,89,2
21346494,154506785,4,New York City,40.71789,-73.9579,Entire home/apt,210,30,234,109
21354322,154576996,1,New York City,40.76484,-73.81569,Private room,200,1,365,8
21354525,11743513,1,New York City,40.69252,-73.99121,Private room,100,1,16,129
21354840,18270371,1,New York City,40.73305,-73.98574,Entire home/apt,128,4,46,14
21354913,71725161,2,New York City,40.64191,-74.02196,Entire home/apt,102,4,253,108
21355102,1978457,1,New York City,40.74422,-74.0014,Entire home/apt,195,30,112,4
21356244,146000975,1,New York City,40.74377,-73.90482,Entire home/apt,109,1,356,217
21356378,9439324,3,New York City,40.68809,-73.90641,Private room,55,20,92,15
21356649,145214508,2,New York City,40.69369,-73.94214,Private room,132,3,89,0
21357642,154613793,1,New York City,40.82706,-73.91779,Private room,80,1,88,0
21358406,110965771,8,New York City,40.77285,-73.82432,Private room,80,2,63,36
21365714,154700793,1,New York City,40.70601,-73.73737,Entire home/apt,63,3,129,126
